week_start,panchayat_id,ndvi,lst_day_c
2024-08-11,MP0410,0.371,33.3
2024-08-11,MP0411,0.425,35.5
2024-08-11,MP0412,,
2024-08-11,MP0511,,
2024-08-11,MP0512,0.387,36.8
2024-08-11,MP0608,,
2024-08-11,MP0609,0.385,36.1
2024-08-11,MP0610,0.424,34.7
2024-08-11,MP0611,0.441,35.7
2024-08-11,MP0413,0.389,33.5
2024-08-11,MP0414,0.346,34.2
2024-08-11,MP0415,0.415,34.3
2024-08-11,MP0513,,
2024-08-11,MP0514,,
2024-08-11,MP0515,0.357,34.6
2024-08-11,MP0516,0.42,32.5
2024-08-11,MP0612,0.353,35.7
2024-08-11,MP0613,0.37,32.4
2024-08-11,MP0614,,
2024-08-18,MP0101,0.448,34.4
2024-08-18,MP0102,0.413,35.9
2024-08-18,MP0103,,
2024-08-18,MP0201,0.42,36.3
2024-08-18,MP0202,,
2024-08-18,MP0203,0.399,33.2
2024-08-18,MP0204,,
2024-08-18,MP0301,0.423,39.2
2024-08-18,MP0302,0.442,35.9
2024-08-18,MP0303,0.463,33.3
2024-08-18,MP0104,,
2024-08-18,MP0105,,
2024-08-18,MP0106,,
2024-08-18,MP0205,0.412,37.0
2024-08-18,MP0206,0.394,38.8
2024-08-18,MP0207,,
2024-08-18,MP0208,,
2024-08-18,MP0304,,
2024-08-18,MP0305,0.447,37.3
2024-08-18,MP0306,0.436,37.9
2024-08-18,MP0107,0.447,37.2
2024-08-18,MP0108,0.41,37.6
2024-08-18,MP0109,0.36,36.5
2024-08-18,MP0209,,
2024-08-18,MP0210,,
2024-08-18,MP0211,,
2024-08-18,MP0307,0.38,35.6
2024-08-18,MP0308,,
2024-08-18,MP0309,0.421,36.5
2024-08-18,MP0310,,
2024-08-18,MP0110,0.43,37.4
2024-08-18,MP0111,0.365,37.2
2024-08-18,MP0112,0.43,35.2
2024-08-18,MP0212,,
2024-08-18,MP0213,,
2024-08-18,MP0214,,
2024-08-18,MP0215,0.487,36.6
2024-08-18,MP0311,,
2024-08-18,MP0312,0.32,34.3
2024-08-18,MP0313,,
2024-08-18,MP0113,,
2024-08-18,MP0401,,
2024-08-18,MP0402,,
2024-08-18,MP0216,,
2024-08-18,MP0501,0.435,34.8
2024-08-18,MP0502,0.447,38.8
2024-08-18,MP0314,0.367,38.9
2024-08-18,MP0315,,
2024-08-18,MP0601,0.436,38.5
2024-08-18,MP0316,,
2024-08-18,MP0403,0.39,37.0
2024-08-18,MP0404,0.32,37.0
2024-08-18,MP0405,0.345,38.1
2024-08-18,MP0503,0.281,36.1
2024-08-18,MP0504,0.427,35.5
2024-08-18,MP0505,0.399,37.2
2024-08-18,MP0506,0.397,36.3
2024-08-18,MP0602,0.334,35.9
2024-08-18,MP0603,0.406,39.7
2024-08-18,MP0604,0.502,37.2
2024-08-18,MP0406,0.388,35.4
2024-08-18,MP0407,0.398,37.3
2024-08-18,MP0408,,
2024-08-18,MP0507,0.426,37.8
2024-08-18,MP0508,,
2024-08-18,MP0509,,
2024-08-18,MP0510,,
2024-08-18,MP0605,,
2024-08-18,MP0606,,
2024-08-18,MP0607,0.36,35.8
2024-08-18,MP0409,0.324,36.0
2024-08-18,MP0410,0.357,37.5
2024-08-18,MP0411,0.445,35.9
2024-08-18,MP0412,,
2024-08-18,MP0511,0.43,36.4
2024-08-18,MP0512,0.403,37.3
2024-08-18,MP0608,,
2024-08-18,MP0609,0.42,35.8
2024-08-18,MP0610,0.351,37.3
2024-08-18,MP0611,0.447,34.7
2024-08-18,MP0413,,
2024-08-18,MP0414,0.402,36.5
2024-08-18,MP0415,,
2024-08-18,MP0513,0.409,35.8
2024-08-18,MP0514,0.406,36.5
2024-08-18,MP0515,,
2024-08-18,MP0516,0.405,36.3
2024-08-18,MP0612,0.4,37.0
2024-08-18,MP0613,0.391,36.0
2024-08-18,MP0614,,
2024-08-25,MP0101,,
2024-08-25,MP0102,,
2024-08-25,MP0103,0.441,34.9
2024-08-25,MP0201,0.417,35.7
2024-08-25,MP0202,0.511,40.3
2024-08-25,MP0203,0.479,35.0
2024-08-25,MP0204,0.451,34.6
2024-08-25,MP0301,0.396,36.5
2024-08-25,MP0302,0.47,35.4
2024-08-25,MP0303,0.517,35.1
2024-08-25,MP0104,,
2024-08-25,MP0105,0.462,35.1
2024-08-25,MP0106,0.424,37.4
2024-08-25,MP0205,0.442,34.9
2024-08-25,MP0206,,
2024-08-25,MP0207,0.424,37.1
2024-08-25,MP0208,0.476,34.1
2024-08-25,MP0304,0.46,38.1
2024-08-25,MP0305,,
2024-08-25,MP0306,,
2024-08-25,MP0107,0.483,37.2
2024-08-25,MP0108,0.365,38.4
2024-08-25,MP0109,0.46,36.9
2024-08-25,MP0209,0.4,34.6
2024-08-25,MP0210,,
2024-08-25,MP0211,,
2024-08-25,MP0307,0.412,35.2
2024-08-25,MP0308,,
2024-08-25,MP0309,0.468,33.8
2024-08-25,MP0310,0.448,37.6
2024-08-25,MP0110,,
2024-08-25,MP0111,0.388,36.4
2024-08-25,MP0112,0.419,35.1
2024-08-25,MP0212,,
2024-08-25,MP0213,0.341,38.8
2024-08-25,MP0214,,
2024-08-25,MP0215,0.408,35.6
2024-08-25,MP0311,,
2024-08-25,MP0312,0.413,38.0
2024-08-25,MP0313,0.418,39.6
2024-08-25,MP0113,0.503,36.6
2024-08-25,MP0401,,
2024-08-25,MP0402,,
2024-08-25,MP0216,,
2024-08-25,MP0501,0.479,36.2
2024-08-25,MP0502,,
2024-08-25,MP0314,,
2024-08-25,MP0315,0.48,36.7
2024-08-25,MP0601,,
2024-08-25,MP0316,0.408,37.9
2024-08-25,MP0403,0.421,37.4
2024-08-25,MP0404,0.355,38.3
2024-08-25,MP0405,0.392,37.7
2024-08-25,MP0503,0.366,40.0
2024-08-25,MP0504,,
2024-08-25,MP0505,,
2024-08-25,MP0506,0.487,37.5
2024-08-25,MP0602,0.37,38.4
2024-08-25,MP0603,0.377,37.1
2024-08-25,MP0604,0.528,31.0
2024-08-25,MP0406,0.387,34.5
2024-08-25,MP0407,0.397,36.0
2024-08-25,MP0408,0.491,34.6
2024-08-25,MP0507,,
2024-08-25,MP0508,0.311,38.4
2024-08-25,MP0509,,
2024-08-25,MP0510,0.344,36.6
2024-08-25,MP0605,,
2024-08-25,MP0606,0.406,36.2
2024-08-25,MP0607,,
2024-08-25,MP0409,0.422,37.2
2024-08-25,MP0410,0.416,35.0
2024-08-25,MP0411,0.526,36.0
2024-08-25,MP0412,,
2024-08-25,MP0511,0.417,36.9
2024-08-25,MP0512,0.393,41.7
2024-08-25,MP0608,0.426,36.8
2024-08-25,MP0609,0.389,36.6
2024-08-25,MP0610,,
2024-08-25,MP0611,,
2024-08-25,MP0413,0.427,36.6
2024-08-25,MP0414,,
2024-08-25,MP0415,,
2024-08-25,MP0513,,
2024-08-25,MP0514,,
2024-08-25,MP0515,0.384,37.3
2024-08-25,MP0516,,
2024-08-25,MP0612,,
2024-08-25,MP0613,,
2024-08-25,MP0614,0.458,34.5
2024-09-01,MP0101,,
2024-09-01,MP0102,0.462,36.1
2024-09-01,MP0103,0.437,38.0
2024-09-01,MP0201,0.489,35.6
2024-09-01,MP0202,,
2024-09-01,MP0203,0.478,36.0
2024-09-01,MP0204,,
2024-09-01,MP0301,0.432,40.0
2024-09-01,MP0302,0.54,36.3
2024-09-01,MP0303,,
2024-09-01,MP0104,,
2024-09-01,MP0105,,
2024-09-01,MP0106,,
2024-09-01,MP0205,,
2024-09-01,MP0206,,
2024-09-01,MP0207,0.418,38.1
2024-09-01,MP0208,0.507,37.3
2024-09-01,MP0304,0.446,36.2
2024-09-01,MP0305,0.434,38.0
2024-09-01,MP0306,,
2024-09-01,MP0107,,
2024-09-01,MP0108,0.401,38.8
2024-09-01,MP0109,,
2024-09-01,MP0209,0.459,37.7
2024-09-01,MP0210,,
2024-09-01,MP0211,0.508,37.9
2024-09-01,MP0307,0.44,38.7
2024-09-01,MP0308,0.499,38.1
2024-09-01,MP0309,0.461,35.5
2024-09-01,MP0310,0.506,37.5
2024-09-01,MP0110,0.478,38.6
2024-09-01,MP0111,,
2024-09-01,MP0112,0.486,35.8
2024-09-01,MP0212,,
2024-09-01,MP0213,,
2024-09-01,MP0214,0.361,37.9
2024-09-01,MP0215,,
2024-09-01,MP0311,,
2024-09-01,MP0312,,
2024-09-01,MP0313,0.436,38.3
2024-09-01,MP0113,,
2024-09-01,MP0401,,
2024-09-01,MP0402,,
2024-09-01,MP0216,0.468,37.8
2024-09-01,MP0501,0.407,37.3
2024-09-01,MP0502,,
2024-09-01,MP0314,,
2024-09-01,MP0315,0.429,36.3
2024-09-01,MP0601,0.455,36.6
2024-09-01,MP0316,0.416,39.0
2024-09-01,MP0403,0.434,36.9
2024-09-01,MP0404,0.351,38.1
2024-09-01,MP0405,0.401,35.2
2024-09-01,MP0503,0.297,37.9
2024-09-01,MP0504,0.479,36.2
2024-09-01,MP0505,0.426,34.5
2024-09-01,MP0506,,
2024-09-01,MP0602,,
2024-09-01,MP0603,0.384,37.8
2024-09-01,MP0604,0.532,35.3
2024-09-01,MP0406,,
2024-09-01,MP0407,0.402,37.4
2024-09-01,MP0408,,
2024-09-01,MP0507,0.425,36.6
2024-09-01,MP0508,0.405,36.7
2024-09-01,MP0509,0.391,39.1
2024-09-01,MP0510,0.41,38.2
2024-09-01,MP0605,0.474,38.3
2024-09-01,MP0606,0.498,36.2
2024-09-01,MP0607,0.47,37.2
2024-09-01,MP0409,0.394,39.0
2024-09-01,MP0410,,
2024-09-01,MP0411,0.53,33.8
2024-09-01,MP0412,,
2024-09-01,MP0511,0.49,35.1
2024-09-01,MP0512,0.456,36.7
2024-09-01,MP0608,,
2024-09-01,MP0609,0.45,40.0
2024-09-01,MP0610,0.376,33.7
2024-09-01,MP0611,0.453,36.1
2024-09-01,MP0413,0.49,35.8
2024-09-01,MP0414,0.406,37.8
2024-09-01,MP0415,0.504,37.9
2024-09-01,MP0513,,
2024-09-01,MP0514,0.374,39.7
2024-09-01,MP0515,0.474,36.2
2024-09-01,MP0516,0.442,37.9
2024-09-01,MP0612,,
2024-09-01,MP0613,,
2024-09-01,MP0614,,
2024-09-08,MP0101,0.448,35.7
2024-09-08,MP0102,0.512,36.1
2024-09-08,MP0103,0.462,33.2
2024-09-08,MP0201,0.489,33.5
2024-09-08,MP0202,0.48,34.7
2024-09-08,MP0203,,
2024-09-08,MP0204,0.483,34.0
2024-09-08,MP0301,,
2024-09-08,MP0302,,
2024-09-08,MP0303,,
2024-09-08,MP0104,0.378,34.1
2024-09-08,MP0105,,
2024-09-08,MP0106,0.458,35.5
2024-09-08,MP0205,,
2024-09-08,MP0206,0.366,37.6
2024-09-08,MP0207,,
2024-09-08,MP0208,0.466,35.9
2024-09-08,MP0304,0.494,33.0
2024-09-08,MP0305,0.467,33.6
2024-09-08,MP0306,0.499,35.5
2024-09-08,MP0107,0.477,36.2
2024-09-08,MP0108,0.404,35.5
2024-09-08,MP0109,0.458,34.4
2024-09-08,MP0209,0.443,36.1
2024-09-08,MP0210,0.481,34.3
2024-09-08,MP0211,0.487,32.9
2024-09-08,MP0307,,
2024-09-08,MP0308,,
2024-09-08,MP0309,,
2024-09-08,MP0310,,
2024-09-08,MP0110,,
2024-09-08,MP0111,,
2024-09-08,MP0112,0.431,33.9
2024-09-08,MP0212,,
2024-09-08,MP0213,,
2024-09-08,MP0214,,
2024-09-08,MP0215,0.475,33.4
2024-09-08,MP0311,0.468,33.9
2024-09-08,MP0312,,
2024-09-08,MP0313,,
2024-09-08,MP0113,,
2024-09-08,MP0401,0.384,37.0
2024-09-08,MP0402,,
2024-09-08,MP0216,0.452,37.2
2024-09-08,MP0501,0.418,34.6
2024-09-08,MP0502,0.44,35.0
2024-09-08,MP0314,0.426,34.1
2024-09-08,MP0315,0.457,34.7
2024-09-08,MP0601,,
2024-09-08,MP0316,0.397,35.3
2024-09-08,MP0403,,
2024-09-08,MP0404,0.359,34.2
2024-09-08,MP0405,,
2024-09-08,MP0503,0.35,36.1
2024-09-08,MP0504,0.434,31.9
2024-09-08,MP0505,,
2024-09-08,MP0506,,
2024-09-08,MP0602,0.346,36.9
2024-09-08,MP0603,0.407,37.2
2024-09-08,MP0604,,
2024-09-08,MP0406,0.467,36.7
2024-09-08,MP0407,,
2024-09-08,MP0408,,
2024-09-08,MP0507,0.424,35.8
2024-09-08,MP0508,,
2024-09-08,MP0509,,
2024-09-08,MP0510,0.39,36.0
2024-09-08,MP0605,,
2024-09-08,MP0606,,
2024-09-08,MP0607,0.488,35.0
2024-09-08,MP0409,0.398,36.5
2024-09-08,MP0410,0.443,36.7
2024-09-08,MP0411,0.593,33.4
2024-09-08,MP0412,0.407,34.6
2024-09-08,MP0511,,
2024-09-08,MP0512,0.392,33.8
2024-09-08,MP0608,,
2024-09-08,MP0609,,
2024-09-08,MP0610,0.428,35.0
2024-09-08,MP0611,,
2024-09-08,MP0413,0.521,34.3
2024-09-08,MP0414,0.43,34.3
2024-09-08,MP0415,,
2024-09-08,MP0513,,
2024-09-08,MP0514,,
2024-09-08,MP0515,0.425,35.8
2024-09-08,MP0516,,
2024-09-08,MP0612,,
2024-09-08,MP0613,0.485,36.8
2024-09-08,MP0614,0.428,34.6
2024-09-15,MP0101,,
2024-09-15,MP0102,,
2024-09-15,MP0103,0.389,36.7
2024-09-15,MP0201,0.432,37.0
2024-09-15,MP0202,0.446,36.9
2024-09-15,MP0203,0.464,35.6
2024-09-15,MP0204,0.509,39.4
2024-09-15,MP0301,,
2024-09-15,MP0302,0.53,34.4
2024-09-15,MP0303,0.509,37.3
2024-09-15,MP0104,,
2024-09-15,MP0105,0.405,38.8
2024-09-15,MP0106,,
2024-09-15,MP0205,0.482,36.2
2024-09-15,MP0206,0.372,41.0
2024-09-15,MP0207,,
2024-09-15,MP0208,0.429,40.0
2024-09-15,MP0304,,
2024-09-15,MP0305,0.425,36.9
2024-09-15,MP0306,0.433,40.2
2024-09-15,MP0107,0.472,39.4
2024-09-15,MP0108,,
2024-09-15,MP0109,,
2024-09-15,MP0209,0.415,36.8
2024-09-15,MP0210,0.378,39.7
2024-09-15,MP0211,,
2024-09-15,MP0307,0.386,38.2
2024-09-15,MP0308,,
2024-09-15,MP0309,,
2024-09-15,MP0310,0.452,34.5
2024-09-15,MP0110,0.425,39.2
2024-09-15,MP0111,,
2024-09-15,MP0112,0.421,37.0
2024-09-15,MP0212,0.466,41.0
2024-09-15,MP0213,,
2024-09-15,MP0214,0.387,36.9
2024-09-15,MP0215,,
2024-09-15,MP0311,,
2024-09-15,MP0312,,
2024-09-15,MP0313,,
2024-09-15,MP0113,,
2024-09-15,MP0401,,
2024-09-15,MP0402,0.368,38.1
2024-09-15,MP0216,0.467,36.5
2024-09-15,MP0501,,
2024-09-15,MP0502,,
2024-09-15,MP0314,0.408,37.9
2024-09-15,MP0315,0.432,40.9
2024-09-15,MP0601,0.438,38.2
2024-09-15,MP0316,0.416,37.4
2024-09-15,MP0403,,
2024-09-15,MP0404,,
2024-09-15,MP0405,0.406,37.4
2024-09-15,MP0503,0.322,40.0
2024-09-15,MP0504,,
2024-09-15,MP0505,0.484,35.7
2024-09-15,MP0506,0.417,40.3
2024-09-15,MP0602,0.326,38.6
2024-09-15,MP0603,,
2024-09-15,MP0604,,
2024-09-15,MP0406,0.444,37.6
2024-09-15,MP0407,0.341,38.2
2024-09-15,MP0408,0.431,39.1
2024-09-15,MP0507,,
2024-09-15,MP0508,0.358,40.8
2024-09-15,MP0509,0.373,40.4
2024-09-15,MP0510,,
2024-09-15,MP0605,0.421,35.2
2024-09-15,MP0606,0.441,39.0
2024-09-15,MP0607,,
2024-09-15,MP0409,,
2024-09-15,MP0410,,
2024-09-15,MP0411,,
2024-09-15,MP0412,,
2024-09-15,MP0511,0.487,37.1
2024-09-15,MP0512,0.417,39.0
2024-09-15,MP0608,0.382,38.7
2024-09-15,MP0609,0.433,39.4
2024-09-15,MP0610,0.385,38.1
2024-09-15,MP0611,0.429,40.6
2024-09-15,MP0413,,
2024-09-15,MP0414,0.429,39.5
2024-09-15,MP0415,0.413,39.8
2024-09-15,MP0513,,
2024-09-15,MP0514,0.391,38.2
2024-09-15,MP0515,,
2024-09-15,MP0516,,
2024-09-15,MP0612,0.448,40.4
2024-09-15,MP0613,0.375,38.3
2024-09-15,MP0614,,
2024-09-22,MP0101,0.427,39.2
2024-09-22,MP0102,,
2024-09-22,MP0103,0.42,39.5
2024-09-22,MP0201,,
2024-09-22,MP0202,,
2024-09-22,MP0203,0.435,39.2
2024-09-22,MP0204,0.456,36.7
2024-09-22,MP0301,0.397,40.9
2024-09-22,MP0302,,
2024-09-22,MP0303,0.416,37.2
2024-09-22,MP0104,,
2024-09-22,MP0105,0.447,38.4
2024-09-22,MP0106,,
2024-09-22,MP0205,0.472,36.8
2024-09-22,MP0206,,
2024-09-22,MP0207,,
2024-09-22,MP0208,,
2024-09-22,MP0304,0.427,37.0
2024-09-22,MP0305,0.439,38.8
2024-09-22,MP0306,0.415,37.0
2024-09-22,MP0107,0.499,35.5
2024-09-22,MP0108,,
2024-09-22,MP0109,0.377,38.9
2024-09-22,MP0209,,
2024-09-22,MP0210,0.455,40.7
2024-09-22,MP0211,0.429,34.8
2024-09-22,MP0307,0.349,39.2
2024-09-22,MP0308,,
2024-09-22,MP0309,0.469,36.0
2024-09-22,MP0310,0.512,36.6
2024-09-22,MP0110,0.39,37.8
2024-09-22,MP0111,0.38,35.8
2024-09-22,MP0112,0.495,38.2
2024-09-22,MP0212,,
2024-09-22,MP0213,0.301,38.1
2024-09-22,MP0214,,
2024-09-22,MP0215,0.421,38.2
2024-09-22,MP0311,,
2024-09-22,MP0312,,
2024-09-22,MP0313,,
2024-09-22,MP0113,,
2024-09-22,MP0401,,
2024-09-22,MP0402,0.381,37.4
2024-09-22,MP0216,,
2024-09-22,MP0501,,
2024-09-22,MP0502,0.444,37.5
2024-09-22,MP0314,0.417,38.8
2024-09-22,MP0315,,
2024-09-22,MP0601,,
2024-09-22,MP0316,,
2024-09-22,MP0403,,
2024-09-22,MP0404,0.313,36.6
2024-09-22,MP0405,0.339,37.9
2024-09-22,MP0503,,
2024-09-22,MP0504,,
2024-09-22,MP0505,0.358,36.0
2024-09-22,MP0506,,
2024-09-22,MP0602,,
2024-09-22,MP0603,0.405,39.0
2024-09-22,MP0604,0.43,35.5
2024-09-22,MP0406,0.407,39.3
2024-09-22,MP0407,0.435,38.1
2024-09-22,MP0408,0.399,37.8
2024-09-22,MP0507,,
2024-09-22,MP0508,0.338,38.9
2024-09-22,MP0509,,
2024-09-22,MP0510,0.316,38.4
2024-09-22,MP0605,0.423,36.7
2024-09-22,MP0606,0.36,38.6
2024-09-22,MP0607,0.393,35.5
2024-09-22,MP0409,,
2024-09-22,MP0410,,
2024-09-22,MP0411,,
2024-09-22,MP0412,0.308,40.7
2024-09-22,MP0511,,
2024-09-22,MP0512,0.405,40.8
2024-09-22,MP0608,0.344,39.5
2024-09-22,MP0609,0.386,38.3
2024-09-22,MP0610,0.34,37.9
2024-09-22,MP0611,0.372,37.1
2024-09-22,MP0413,0.422,34.7
2024-09-22,MP0414,,
2024-09-22,MP0415,,
2024-09-22,MP0513,0.377,37.1
2024-09-22,MP0514,,
2024-09-22,MP0515,,
2024-09-22,MP0516,0.371,37.1
2024-09-22,MP0612,0.409,36.7
2024-09-22,MP0613,0.417,38.4
2024-09-22,MP0614,,
2024-09-29,MP0101,0.415,34.7
2024-09-29,MP0102,,
2024-09-29,MP0103,0.385,34.9
2024-09-29,MP0201,,
2024-09-29,MP0202,,
2024-09-29,MP0203,0.417,34.0
2024-09-29,MP0204,0.392,33.4
2024-09-29,MP0301,0.386,34.1
2024-09-29,MP0302,,
2024-09-29,MP0303,0.45,34.7
2024-09-29,MP0104,0.366,36.5
2024-09-29,MP0105,0.415,39.6
2024-09-29,MP0106,0.365,35.8
2024-09-29,MP0205,,
2024-09-29,MP0206,,
2024-09-29,MP0207,,
2024-09-29,MP0208,,
2024-09-29,MP0304,,
2024-09-29,MP0305,0.412,35.3
2024-09-29,MP0306,,
2024-09-29,MP0107,,
2024-09-29,MP0108,0.411,35.7
2024-09-29,MP0109,,
2024-09-29,MP0209,0.375,36.9
2024-09-29,MP0210,,
2024-09-29,MP0211,,
2024-09-29,MP0307,0.393,36.1
2024-09-29,MP0308,0.421,33.4
2024-09-29,MP0309,0.415,37.1
2024-09-29,MP0310,0.439,36.1
2024-09-29,MP0110,0.337,36.5
2024-09-29,MP0111,0.369,36.3
2024-09-29,MP0112,,
2024-09-29,MP0212,0.439,34.8
2024-09-29,MP0213,0.364,35.1
2024-09-29,MP0214,0.353,35.3
2024-09-29,MP0215,,
2024-09-29,MP0311,,
2024-09-29,MP0312,,
2024-09-29,MP0313,,
2024-09-29,MP0113,0.434,36.7
2024-09-29,MP0401,,
2024-09-29,MP0402,,
2024-09-29,MP0216,0.396,37.0
2024-09-29,MP0501,0.435,32.4
2024-09-29,MP0502,0.423,35.2
2024-09-29,MP0314,0.409,35.2
2024-09-29,MP0315,,
2024-09-29,MP0601,0.37,33.3
2024-09-29,MP0316,0.331,35.5
2024-09-29,MP0403,0.321,34.4
2024-09-29,MP0404,0.346,38.9
2024-09-29,MP0405,0.321,36.7
2024-09-29,MP0503,0.325,35.2
2024-09-29,MP0504,0.417,33.8
2024-09-29,MP0505,0.384,35.6
2024-09-29,MP0506,0.407,33.4
2024-09-29,MP0602,,
2024-09-29,MP0603,,
2024-09-29,MP0604,0.453,33.3
2024-09-29,MP0406,,
2024-09-29,MP0407,,
2024-09-29,MP0408,0.378,36.8
2024-09-29,MP0507,,
2024-09-29,MP0508,,
2024-09-29,MP0509,,
2024-09-29,MP0510,,
2024-09-29,MP0605,0.402,33.4
2024-09-29,MP0606,0.39,33.2
2024-09-29,MP0607,,
2024-09-29,MP0409,,
2024-09-29,MP0410,,
2024-09-29,MP0411,0.393,34.1
2024-09-29,MP0412,0.343,30.8
2024-09-29,MP0511,0.344,34.8
2024-09-29,MP0512,0.393,38.2
2024-09-29,MP0608,0.256,37.4
2024-09-29,MP0609,0.378,36.3
2024-09-29,MP0610,0.323,34.3
2024-09-29,MP0611,0.376,33.1
2024-09-29,MP0413,0.434,33.7
2024-09-29,MP0414,,
2024-09-29,MP0415,,
2024-09-29,MP0513,0.362,35.6
2024-09-29,MP0514,,
2024-09-29,MP0515,0.459,33.2
2024-09-29,MP0516,0.391,36.2
2024-09-29,MP0612,,
2024-09-29,MP0613,,
2024-09-29,MP0614,0.426,34.9
2024-10-06,MP0101,0.337,38.8
2024-10-06,MP0102,0.331,39.5
2024-10-06,MP0103,,
2024-10-06,MP0201,0.382,39.0
2024-10-06,MP0202,0.415,38.7
2024-10-06,MP0203,0.393,35.7
2024-10-06,MP0204,0.395,38.2
2024-10-06,MP0301,0.356,39.3
2024-10-06,MP0302,0.416,37.8
2024-10-06,MP0303,0.439,38.8
2024-10-06,MP0104,0.341,36.5
2024-10-06,MP0105,0.387,38.0
2024-10-06,MP0106,0.388,37.7
2024-10-06,MP0205,0.343,38.0
2024-10-06,MP0206,0.323,39.7
2024-10-06,MP0207,0.307,38.9
2024-10-06,MP0208,0.351,38.7
2024-10-06,MP0304,0.335,36.9
2024-10-06,MP0305,0.337,35.9
2024-10-06,MP0306,0.335,36.1
2024-10-06,MP0107,0.447,38.3
2024-10-06,MP0108,0.281,39.9
2024-10-06,MP0109,0.343,38.3
2024-10-06,MP0209,0.392,38.6
2024-10-06,MP0210,0.281,40.0
2024-10-06,MP0211,0.317,36.0
2024-10-06,MP0307,,
2024-10-06,MP0308,0.403,35.9
2024-10-06,MP0309,0.357,39.8
2024-10-06,MP0310,0.406,38.3
2024-10-06,MP0110,0.3,41.1
2024-10-06,MP0111,0.338,37.9
2024-10-06,MP0112,0.337,34.8
2024-10-06,MP0212,0.408,35.0
2024-10-06,MP0213,0.314,37.3
2024-10-06,MP0214,0.356,38.5
2024-10-06,MP0215,0.334,37.7
2024-10-06,MP0311,0.288,40.2
2024-10-06,MP0312,0.339,38.2
2024-10-06,MP0313,0.336,39.3
2024-10-06,MP0113,0.335,37.7
2024-10-06,MP0401,0.324,43.0
2024-10-06,MP0402,0.269,38.4
2024-10-06,MP0216,0.415,39.8
2024-10-06,MP0501,,
2024-10-06,MP0502,0.361,34.0
2024-10-06,MP0314,,
2024-10-06,MP0315,0.32,38.2
2024-10-06,MP0601,0.36,36.9
2024-10-06,MP0316,0.332,38.7
2024-10-06,MP0403,,
2024-10-06,MP0404,0.333,38.8
2024-10-06,MP0405,0.299,38.6
2024-10-06,MP0503,,
2024-10-06,MP0504,0.344,39.1
2024-10-06,MP0505,0.362,37.8
2024-10-06,MP0506,0.318,37.9
2024-10-06,MP0602,,
2024-10-06,MP0603,0.33,37.7
2024-10-06,MP0604,0.42,35.8
2024-10-06,MP0406,0.335,37.7
2024-10-06,MP0407,0.312,37.5
2024-10-06,MP0408,0.275,39.1
2024-10-06,MP0507,0.385,36.8
2024-10-06,MP0508,0.253,39.3
2024-10-06,MP0509,0.269,41.2
2024-10-06,MP0510,,
2024-10-06,MP0605,,
2024-10-06,MP0606,0.343,38.3
2024-10-06,MP0607,0.351,37.1
2024-10-06,MP0409,0.332,36.4
2024-10-06,MP0410,0.34,36.1
2024-10-06,MP0411,0.404,36.3
2024-10-06,MP0412,0.286,39.4
2024-10-06,MP0511,0.345,38.9
2024-10-06,MP0512,0.35,40.1
2024-10-06,MP0608,0.31,40.6
2024-10-06,MP0609,0.341,39.7
2024-10-06,MP0610,0.338,39.9
2024-10-06,MP0611,0.352,38.6
2024-10-06,MP0413,0.319,37.4
2024-10-06,MP0414,0.393,36.6
2024-10-06,MP0415,0.329,34.7
2024-10-06,MP0513,0.302,35.6
2024-10-06,MP0514,0.314,35.3
2024-10-06,MP0515,0.306,40.1
2024-10-06,MP0516,0.36,38.0
2024-10-06,MP0612,0.338,37.8
2024-10-06,MP0613,0.334,39.3
2024-10-06,MP0614,0.344,35.3
2024-10-13,MP0101,0.35,37.6
2024-10-13,MP0102,0.321,35.0
2024-10-13,MP0103,0.282,36.8
2024-10-13,MP0201,0.327,35.9
2024-10-13,MP0202,0.377,34.3
2024-10-13,MP0203,0.292,36.7
2024-10-13,MP0204,0.341,34.7
2024-10-13,MP0301,0.334,36.6
2024-10-13,MP0302,0.346,34.3
2024-10-13,MP0303,0.346,34.8
2024-10-13,MP0104,0.251,39.8
2024-10-13,MP0105,0.345,35.4
2024-10-13,MP0106,0.344,36.7
2024-10-13,MP0205,0.338,37.5
2024-10-13,MP0206,,
2024-10-13,MP0207,0.362,37.8
2024-10-13,MP0208,0.284,38.6
2024-10-13,MP0304,0.35,37.7
2024-10-13,MP0305,0.34,37.8
2024-10-13,MP0306,0.303,35.8
2024-10-13,MP0107,0.335,35.7
2024-10-13,MP0108,0.365,35.4
2024-10-13,MP0109,0.304,36.3
2024-10-13,MP0209,,
2024-10-13,MP0210,0.315,39.0
2024-10-13,MP0211,0.346,36.4
2024-10-13,MP0307,0.328,34.8
2024-10-13,MP0308,,
2024-10-13,MP0309,0.287,36.0
2024-10-13,MP0310,,
2024-10-13,MP0110,0.347,38.3
2024-10-13,MP0111,,
2024-10-13,MP0112,0.331,37.8
2024-10-13,MP0212,0.32,37.8
2024-10-13,MP0213,0.279,39.2
2024-10-13,MP0214,0.284,35.9
2024-10-13,MP0215,0.325,37.0
2024-10-13,MP0311,0.341,37.3
2024-10-13,MP0312,0.315,36.4
2024-10-13,MP0313,0.298,38.9
2024-10-13,MP0113,0.305,34.5
2024-10-13,MP0401,0.265,39.1
2024-10-13,MP0402,0.275,35.8
2024-10-13,MP0216,0.31,38.5
2024-10-13,MP0501,0.281,36.0
